year,variable,std,lon,lat,ENSOMIEV29,ENSOMIEV30,ENSOMIEV31,ENSOMIEV32,ensomiev1,ensomiev2,ensomiev3,ensomiev4,ensomiev5,ensomiev6,ensomiev7,ensomiev8,ensomiev9,ensomievG,PDO9,PDO10,PDO11,PDO12,pdo1,pdo2,pdo3,pdo4,pdo5,pdo6,pdo7,pdo8,pdo9,pdoG,NAO9,NAO10,NAO11,NAO12,Nao1,Nao2,Nao3,Nao4,Nao5,Nao6,Nao7,Nao8,Nao9,GNAO,AO9,AO10,AO11,AO12,Ao1,Ao2,Ao3,Ao4,Ao5,Ao6,Ao7,Ao8,Ao9,GAO,HAIBING9,HAIBING10,HAIBING11,HAIBING12,haibing1,haibing2,haibing3,haibing4,haibing5,haibing6,haibing7,haibing8,haibing9,Ghaibing
1983,X1003,1.098,112.3,40.2,0.126,-0.733,0.936,-0.219,-1.881,-0.341,-1.134,0.218,2.459,-0.22,-1.198,0.007,0.833,-0.088230769,-0.033,0.248,0.599,0.781,0.708,-0.472,0.714,0.725,-1.5,1.462,1.862,-0.404,0.392,0.390923077,-1.848,0.517,-1.259,-0.022,-1.467,0.692,0.245,-1.56,-1.105,-0.347,1.825,-0.046,-0.814,-0.399153846,-0.445,-0.719,0.472,1.002,-0.242,-0.809,1.235,-0.373,0.735,-0.168,1.582,1.42,0.968,0.358307692,-0.169,0.082,-2.329,1.445,1.006,0.399,-0.943,-1.663,3.001,-0.099,0.158,-0.667,-0.05,0.013153846
1984,X1003,0.945,112.3,40.2,1.272,0.986,-1.137,1.46,-1.176,-0.242,0.316,0.868,-0.773,0.535,0.63,0.67,0.56,0.305307692,-0.776,0.351,-0.109,-0.666,1.5,1.645,-1.15,-0.005,0.898,0.178,0.91,-0.412,0.67,0.233384615,1.124,0.786,0.164,-0.927,-0.295,-0.933,1.177,0.455,-0.744,-1.001,1.553,-0.323,-1.049,-0.001,-0.962,-0.624,-0.075,-0.996,0.008,2.407,0.356,-0.094,-1.146,-1.703,-0.281,-0.252,-2.151,-0.424076923,-0.556,-1.107,-1.763,0.826,-1.775,0.782,0.891,-0.359,1.979,0.705,0.386,-0.466,1.559,0.084769231
1985,X1003,0.87,112.3,40.2,-0.718,1.739,0.267,-0.582,0.953,1.379,-0.03,0.022,0.175,1.236,-0.866,-1.824,-1.685,0.005076923,0.356,-0.78,-1.139,-0.684,-0.328,2.244,1.45,-0.239,1.096,1,-0.021,-0.31,1.318,0.304846154,0.108,0.159,-1.316,-1.387,-0.563,-0.092,0.633,-0.722,1.976,0.678,-0.468,0.641,-1.498,-0.142384615,-0.447,-0.766,-2.176,0.39,-0.235,-0.565,-2.306,-0.229,-1.251,0.721,-0.149,0.237,2.568,-0.323692308,-0.865,1.007,1.179,1.674,1.063,0.819,0.369,-0.395,-2.318,0.348,2.097,-1.175,-0.405,0.261384615
1986,X1003,0.793,112.3,40.2,-0.45,0.881,0.428,-0.783,-0.291,-0.339,-0.869,1.115,-2.058,2.654,0.468,-0.887,-0.556,-0.052846154,-1.113,0.302,0.32,0.814,0.423,0.835,-0.298,-0.885,0.277,-0.937,1.118,0.721,0.512,0.160692308,-1.116,-0.234,0.099,-1.159,0.153,0.009,0.774,0.064,0.129,0.499,-0.045,2.739,1.875,0.291307692,-0.618,-0.859,-2.994,1.038,0.918,0.32,-1.474,0.394,0.361,0.117,-0.727,0.039,-0.17,-0.281153846,-0.802,-1.886,0.242,-1.073,-1.605,-0.876,-1.086,-0.619,-0.928,0.156,0.968,-1.847,0.786,-0.659230769
1987,X1003,0.961,112.3,40.2,2.397,-1.944,0.055,-1.52,-2.163,0.02,-0.774,-0.352,-0.654,0.801,-0.646,1.762,-0.523,-0.272384615,3.446,-0.728,-1.007,0.888,-0.873,-1.62,1.837,-0.174,-1.235,-0.448,-0.748,1.784,0.431,0.119461538,0.273,-1.176,0.309,-0.123,0.504,0.411,0.405,1.338,-0.433,-0.266,0.799,-2.322,0.472,0.014692308,-0.296,0.956,-1.803,0.792,-0.077,0.098,0.965,0.128,-0.186,2.863,-1.705,0.632,0.729,0.238153846,-0.805,1.219,0.973,-1.091,1.976,0.239,0.041,0.01,-2.13,-0.468,0.678,-1.195,0.739,0.014307692
1988,X1003,0.75,112.3,40.2,0.011,1.4,1.822,-0.806,-0.18,0.377,-1.062,0.527,0.732,0.671,-0.153,-0.655,-0.506,0.167538462,-0.782,0.249,-0.852,-1.114,-0.257,0.75,0.465,-1.085,-1.485,-0.269,-0.65,0.423,1.304,-0.254076923,0.956,-0.013,-0.97,0.219,0.258,0.119,0.884,-1.54,0.513,1.564,-0.796,-1.756,0.102,-0.035384615,-1.651,-0.464,-1.214,-2.155,1.612,0.515,-0.468,0.461,-0.737,0.297,-0.442,-2.256,-1.156,-0.589076923,0.286,1.722,0.454,-0.232,-1.805,-0.545,-0.026,-1.623,0.233,1.257,2.247,-0.506,1.037,0.192230769
1989,X1003,0.839,112.3,40.2,1.634,-0.056,-1.022,-1.166,1.41,-0.432,0.436,0.379,0.505,2.028,0.856,-0.966,1.065,0.359307692,-0.282,0.113,2.039,-1.232,-1.054,-0.54,0.416,-0.024,-1.504,0.652,0.024,-0.318,-0.389,-0.161461538,0.584,0.31,-1.375,0.872,0.615,-0.732,2.515,0.885,-1.418,-1.771,-0.98,0.266,1.389,0.089230769,0.543,0.051,-0.559,1.364,0.74,-1.101,1.259,0.032,-1.225,0.81,-0.064,0.032,1.423,0.254230769,-0.358,-2.573,2.315,-0.313,-1.181,-0.807,1.635,-1.206,-0.198,0.694,-0.894,-0.411,-1.134,-0.340846154
1990,X1003,0.911,112.3,40.2,-1.439,0.525,0.606,0.408,0.643,1.959,0.571,0.844,0.411,-0.301,0.137,-0.858,1.487,0.384076923,-1.229,-0.284,-1.396,-1.075,1.075,0.128,2.008,-0.133,-0.446,-1.221,-0.186,0.308,0.128,-0.178692308,-0.405,-0.379,0.061,-1.96,0.16,0.733,0.129,-1.823,-0.419,-0.017,0.321,1.482,-1.021,-0.241384615,-1.423,0.991,0.38,-1.376,-0.099,-1.595,-0.018,1.269,0.318,2.573,-0.528,0.09,0.511,0.084076923,-0.221,-0.476,0.737,0.585,0.157,-0.752,0.304,1.038,-1.375,-0.181,0.803,0.798,-1.205,0.016307692
1991,X1003,1.332,112.3,40.2,-0.191,0.622,-0.089,-0.863,-0.821,-1.428,0.376,-0.621,-0.467,-0.213,-1.941,-0.434,-0.922,-0.537846154,-0.325,-0.96,-0.883,-0.015,-1.448,0.678,1.208,-0.245,-0.107,-0.479,-0.775,-0.336,0.289,-0.261384615,2.361,0.947,0.1,1.546,-0.64,0.364,0.944,-1.379,-0.825,0.205,1.395,-1.559,0.032,0.268538462,-0.583,0.168,-1.293,1.084,1.103,1.117,-1.185,-0.333,0.765,-0.825,-0.545,1.641,-0.418,0.053538462,-0.014,-0.064,0.009,-0.305,-0.692,-0.226,-0.512,1.308,0.826,0.771,-0.555,-0.364,1.669,0.142384615
1992,X1003,0.926,112.3,40.2,0.378,-0.097,-0.261,0.304,-1.546,2.011,-0.843,0.178,-1.844,0.253,-0.536,0.186,0.541,-0.098153846,2.134,-0.465,-0.581,-0.021,0.615,1.66,0.461,1.114,0.353,0.625,0.371,-0.191,2.373,0.649846154,-0.187,0.23,0.107,-0.903,-0.234,-0.119,1.154,0.224,-2.529,0.606,-0.301,-0.104,0.995,-0.081615385,1.02,0.096,-2.065,0.989,0.037,0.645,-0.061,1.093,0.151,-0.488,-1.511,0.179,-3.125,-0.233846154,-0.054,0.019,-0.056,-0.202,0.376,0.399,0.991,-1.323,-2.12,-0.012,0.348,-0.948,1.536,-0.080461538
1993,X1003,1.115,112.3,40.2,0.3,-0.075,0.464,-0.146,-0.827,-0.352,-1.786,-0.58,-1.073,-1.42,0.714,-0.704,-1.17,-0.511923077,-0.387,0.491,-0.596,2.328,-0.684,0.134,-0.786,-0.619,0.796,1.094,-0.625,-0.969,0.43,0.046692308,0.332,-0.954,1.932,0.335,1.359,-0.426,-1.256,1.634,0.474,-1.047,0.163,1.235,-0.446,0.256538462,-0.394,-1.057,0.3,-1.633,0.328,1.74,-0.803,0.257,0.285,-1.145,1.259,-0.207,-0.762,-0.140923077,-1.17,0.506,0.106,-1.069,-1.273,-1.217,-0.141,-0.705,-0.063,0.2,-1.472,-0.368,-0.097,-0.520230769
1994,X1003,1.093,112.3,40.2,-1.006,1.019,-1.02,-1.434,0.035,1.357,0.531,0.909,-0.23,-1.835,1.86,0.202,-0.557,-0.013,0.61,-0.494,-1.126,0.538,-1.048,-0.703,0.902,-0.132,-0.518,-0.905,1.134,0.143,-0.785,-0.183384615,0.477,-0.365,-0.616,0.984,1.597,0.785,-0.075,-0.561,-0.538,0.934,-1.67,0.885,-1.29,0.042076923,-0.082,0.766,0.191,-0.335,-0.266,0.592,0.225,-0.353,0.471,-0.77,0.119,0.298,-0.258,0.046,-0.132,0.075,1.375,0.69,-1.468,0.388,-1.638,0.508,-0.024,1.464,-1.102,-0.13,0.133,0.010692308
1995,X1003,0.887,112.3,40.2,0.019,0.712,-1.313,-0.791,0.888,-1.999,-0.177,-0.637,0.622,1.807,-1.115,0.702,0.298,-0.075692308,-0.94,-0.326,-0.188,-0.151,1.461,0.765,0.769,0.864,1.101,1.412,-0.351,-0.42,0.467,0.343307692,0.946,-0.632,-0.563,-0.868,0.458,1.746,-0.378,-0.903,0.225,-0.445,1.051,0.109,-0.58,0.012769231,-0.206,1.373,-0.771,0.785,-3.011,0.928,-1.303,1.947,0.052,-0.075,0.401,-0.227,-0.931,-0.079846154,-0.706,-0.331,1.792,1.421,0.645,-1.652,0.672,0.61,0.283,0.365,1.064,0.274,-0.526,0.300846154
1996,X1003,1.01,112.3,40.2,-1.077,0.99,-0.494,0.885,-1.94,0.956,-0.039,1.732,0.837,-0.575,-0.229,0.336,-0.189,0.091769231,1.538,-1.07,-1.038,-0.528,0.107,0.82,-0.513,1.321,-0.37,-0.133,-0.361,-1.016,-1.146,-0.183769231,0.846,-1.267,-0.99,-0.953,-1.043,1.47,-0.809,-0.02,0.859,0.771,-0.574,0.038,-0.739,-0.185461538,-0.183,0.504,0.228,-1.59,-0.493,1.641,0.512,0.824,-0.438,-0.942,1.638,-0.022,0.47,0.165307692,-0.111,-0.05,1.548,-0.154,-0.443,0.224,0.416,-1.476,0.394,0.375,-1.461,0.873,-1.264,-0.086846154
1997,X1003,1.237,112.3,40.2,0.713,2.383,1.752,0.903,1.023,0.876,1.032,0.79,-0.303,-0.458,-0.082,0.75,-0.68,0.669153846,0.468,-0.434,1.342,-0.535,0.333,0.904,-0.219,-0.104,-1.501,-0.192,-0.064,0.012,-1.115,-0.085,-0.019,-1.133,2.731,0.217,0.33,-0.463,-0.79,0.997,-0.044,-0.483,0.442,0.614,0.458,0.219769231,1.427,-0.403,-0.348,-0.246,-1.489,0.847,-0.051,1.291,-0.778,-0.081,-1.506,-0.241,-2.371,-0.303769231,-0.812,0.576,0.017,-0.348,-0.341,-0.253,1.339,0.759,0.467,0.804,-1.28,0.978,0.785,0.207
1998,X1003,1.021,112.3,40.2,1.085,0.664,0.056,2.006,0.005,-1.271,-0.894,-0.014,-0.152,-0.993,-0.733,-0.801,-1.257,-0.176846154,-0.717,-0.025,0.124,-0.62,0.195,1.144,-0.275,0.065,0.713,0.673,1.362,0.481,1.211,0.333153846,-0.132,-0.351,-0.722,-1.197,1.219,-0.109,-0.629,0.853,1.01,-1.097,-0.972,-0.215,0.888,-0.111846154,1.937,0.707,1.619,-1.096,0.02,0.49,0.935,-0.838,1.406,0.514,-1.695,-0.754,0.134,0.259923077,-0.349,-0.516,-1.815,0.534,0.843,-1.159,-0.234,1.692,-0.894,-0.495,0.381,0.691,-1.489,-0.216153846
1999,X1003,0.928,112.3,40.2,-2.225,0.207,0.331,-0.004,0.57,-0.768,1.144,1.206,-0.163,0.144,-1.383,-0.123,-0.312,-0.105846154,0.23,-0.729,0.858,-1.094,0.653,0.289,-1.644,1.099,0.557,0.876,0.611,-0.158,-1.173,0.028846154,-1.08,-0.743,1.334,-0.408,-1.101,-0.473,-0.638,-0.09,-0.922,-1.267,-0.635,1.654,0.02,-0.334538462,-1.08,-2.546,-0.186,1.857,0.134,-0.934,2.217,0.303,1.555,1.303,0.676,0.708,-0.755,0.250153846,-0.189,-0.789,-1.548,-0.606,-1.134,0.327,0.144,-0.296,0.059,-1.097,-0.544,-2.226,-0.424,-0.640230769
2000,X1003,0.851,112.3,40.2,1.236,-2.211,-0.19,-1.496,-1.653,0.194,-0.413,-0.085,0.058,0.591,1.839,0.664,0.052,-0.108769231,-0.387,-0.383,-1.405,0.175,1.475,-0.943,0.678,0.32,0.118,-0.758,0.364,-0.253,-1.567,-0.197384615,0.416,0.149,-1.22,-0.956,1.115,0.176,0.92,1.004,0.026,1.167,2.212,-0.558,-0.371,0.313846154,0.345,-0.649,-1.117,0.578,0.408,0.144,-0.289,0.614,0.853,-2.346,1.568,-0.917,-0.002,-0.062307692,2.472,0.714,-1.008,-0.302,-0.259,-0.761,-0.955,-0.831,0.109,1.202,-0.976,-1.343,-1.367,-0.254230769
2001,X1003,0.587,112.3,40.2,-1.241,2.692,0.47,-0.768,-0.667,1.144,-0.713,0.563,1.537,-0.229,1.478,0.055,0.562,0.375615385,0.509,-1.101,-0.014,-3.189,0.062,0.133,-1.489,0.332,0.491,0.865,1.025,-0.236,-0.47,-0.237076923,0.714,-1.909,1.402,0.271,-1.538,-0.333,0.68,0.182,-1.007,0.032,1.95,-0.676,-2.261,-0.191769231,-0.576,0.079,0.846,1.489,0.269,0.618,0.804,0.119,-1.503,-1.241,0.069,-0.839,-0.801,-0.051307692,-1.794,0.461,-0.266,-1.171,-1.279,0.722,0.318,0.338,1.463,1.287,-1.04,-0.064,0.809,-0.016615385
2002,X1003,1.204,112.3,40.2,0.455,-0.483,-0.952,0.408,-0.448,-0.766,-0.206,0.528,-0.727,0.015,-1.407,0.213,-0.876,-0.326615385,-0.809,0.749,0.546,-1.169,1.221,-1.762,0.345,-0.26,1.43,-0.949,-1.084,0.988,-0.633,-0.106692308,-0.421,-1.365,0.332,0.713,-0.203,1.667,-0.076,-0.077,1.296,-1.274,-0.779,0.948,-0.24,0.040076923,-0.47,2.07,0.879,-0.686,2.209,0.452,0.506,0.42,0.472,0.533,1.079,-0.359,0.306,0.570076923,0.142,-0.945,-0.826,-0.483,1.442,-1.226,-0.32,1.468,-0.484,0.777,-0.485,-0.777,-1.858,-0.275
2003,X1003,0.78,112.3,40.2,0.66,2.375,1.158,1.9,1.044,-0.224,0.39,0.423,-0.205,0.951,-1.884,0.051,0.587,0.555846154,0.463,2.21,0.098,0.992,-2.347,1.151,-1.547,0.1,-0.33,0.839,1.147,0.725,0.313,0.293384615,0.853,1.372,-0.818,1.062,1.342,-0.347,0.014,0.043,0.792,-0.128,0.756,0.41,0.678,0.463769231,-0.409,-1.156,0.881,2.527,0.023,-0.653,-2.015,-1.036,0.937,2.472,0.747,0.396,1.33,0.311076923,-0.073,1.316,-1.262,1.581,0.47,-2.378,-1.005,0.709,-0.513,1.091,0.956,-1.104,-1.044,-0.096615385
2004,X1003,1.206,112.3,40.2,-0.2,0.375,0.585,0.11,1.028,1.571,-0.207,-0.597,0.079,-0.011,-0.277,0.183,-1.164,0.113461538,1.583,-0.425,0.018,0.149,0.63,0.506,0.956,0.007,1.01,-0.53,0.009,-0.026,-0.24,0.280538462,0.062,-0.358,0.308,-0.316,0.035,-0.442,1.867,1.14,-1.223,-0.776,-0.784,1.304,-0.96,-0.011,-1.265,-0.73,0.779,-0.758,0.693,-1.134,-1.483,0.189,-0.374,-1.166,-0.037,0.244,0.862,-0.321538462,-0.592,-0.872,-0.202,-0.441,0.05,-0.187,-0.044,-0.816,-1.18,1.408,-0.307,-0.714,0.138,-0.289153846
2005,X1003,1.423,112.3,40.2,-0.645,1.538,-0.806,1.14,0.435,-1.127,-0.901,-1.251,-1.338,-0.561,0.43,-0.025,-0.546,-0.281307692,1.263,0.467,-1.034,0.555,0.423,0.703,0.822,0.576,-0.551,-0.787,-1.444,-0.908,2.646,0.210076923,0.524,0.258,1.134,-0.088,0.681,-0.116,-1.334,-0.798,0.646,-1.351,-0.406,-2.119,0.259,-0.208461538,-0.023,-0.508,-1.383,0.854,0.068,0.698,-0.553,0.619,-1.943,-0.996,0.349,-0.015,-1.3,-0.317923077,-0.735,-0.293,-0.995,0.862,0.832,0.164,-0.692,-0.473,3.224,-0.527,0.745,0.609,0.805,0.271230769
2006,X1003,0.801,112.3,40.2,0.165,-0.11,0.055,0.768,1.604,0.948,-0.282,-1.682,-0.921,-0.061,-0.129,-1.099,0.45,-0.022615385,0.305,1.582,-0.629,-0.59,0.181,0.161,1.872,-0.145,1.385,1.059,-0.588,0.052,1.333,0.459846154,-0.742,0.8,0.933,-0.08,-0.117,-0.188,0.182,-1.019,0.421,0.297,0.879,-0.141,0.221,0.111230769,0.491,-0.497,0.356,-0.551,1.832,-0.058,-0.336,-0.378,1.11,1.544,-1.423,-0.319,0.105,0.144307692,0.003,0.292,-0.409,-1.469,1.311,0.458,-1.338,-0.629,1.024,1.372,-1.24,0.483,-1.941,-0.160230769
2007,X1003,1.149,112.3,40.2,0.439,0.511,0.716,-1.168,-0.515,0.449,-2.542,-0.456,0.2,-0.842,1.129,0.174,-0.693,-0.199846154,0.334,-0.384,-0.405,1.41,0.127,-2.391,-1.186,-0.307,-0.166,0.47,-0.366,-1.268,-1.995,-0.471307692,1.071,-0.072,0.224,-0.05,-0.786,0.685,0.651,-0.31,0.652,-0.613,-0.138,-0.405,-1.208,-0.023,0.519,0.224,-1.207,-1.65,0.735,0.127,0.409,0.274,-0.305,-1.451,-0.942,-0.5,0.289,-0.267538462,0.383,0.172,2.413,1.168,-0.504,1.092,-0.772,-0.699,1.67,0.152,0.095,1.171,1.65,0.614692308
2008,X1003,0.93,112.3,40.2,0.883,0.214,0.558,-0.171,1.013,-1.106,-0.509,0.683,0.427,0.102,-0.247,-0.455,-0.78,0.047076923,0.422,-0.389,-0.802,-0.297,-0.458,-0.61,0.955,-0.075,-0.233,-1.218,1.52,1.097,0.319,0.017769231,-1.29,1.229,-0.418,-0.209,1.318,0.535,0.26,-0.11,2.161,-0.854,1.529,-0.373,1.483,0.404692308,-0.901,0.412,-0.001,1.415,1.117,0.662,0.093,-0.82,0.207,1.282,-0.129,0.822,0.115,0.328769231,-0.232,-1.053,-1.438,-0.691,-0.368,2.698,-0.767,-0.035,-0.697,-2.344,0.155,-0.014,1.356,-0.263846154
2009,X1003,0.657,112.3,40.2,-2.052,-0.186,1.482,1.305,-0.036,-0.668,0.456,-0.239,1.14,-0.898,-1.166,1.436,-0.047,0.040538462,0.898,0.647,0.764,0.587,-0.623,0.944,-0.215,-0.459,0.62,0.87,-1.997,0.37,-0.411,0.153461538,2.098,0.817,-1.65,-0.762,0.351,-1.579,-0.445,0.574,-0.803,1.195,1.104,1.031,0.533,0.189538462,0.741,-0.517,0.017,-0.329,-2.021,-0.267,-0.056,-1.74,0.346,-1.24,0.376,-0.578,1.337,-0.302384615,-1.376,-0.534,-1.121,-1.934,0.204,1.943,1.348,0.289,-0.817,0.507,0.129,-1.306,0.823,-0.141923077
2010,X1003,0.648,112.3,40.2,-1.636,-0.12,-0.613,0.876,-0.667,0.783,-0.169,-1.203,-0.466,1.394,1.52,-0.53,0.035,-0.061230769,0.386,-0.952,1.76,0.014,1.096,-0.274,0.216,1.548,0.607,-0.267,-0.347,1.488,0.776,0.465461538,-0.179,2.045,-0.979,0.19,-0.489,-0.66,0.458,0.398,0.272,0.185,-1.489,-1.404,0.838,-0.062615385,-1.594,0.099,-0.01,-0.768,0.531,1.114,0.656,-0.934,-0.767,-2.247,-0.125,-0.751,-0.719,-0.424230769,0.779,1.436,1.912,-0.075,0.87,0.419,0.36,-0.529,-0.771,0.347,-0.892,1.581,0.316,0.442538462
2011,X1003,0.639,112.3,40.2,1.43,1.013,1.116,0.464,0.923,0.249,0.688,2.156,1.454,-2.487,-0.234,0.152,0.934,0.604461538,0.606,-0.173,1.315,0.479,-0.187,0.837,-0.414,-1.06,1.441,0.568,-0.965,1.091,-1.016,0.194,-1.405,0.899,-1.108,-0.6,-1.259,-0.432,-0.191,1.78,0.813,0.403,-0.782,0.128,-0.487,-0.172384615,-1.489,0.114,-0.746,-0.092,-0.805,-0.604,0.721,-0.624,1.04,-0.587,-1.121,-0.559,-0.385,-0.395153846,0.411,-0.966,-0.506,-1.03,0.289,-0.155,0.36,-0.705,1.298,-3.489,0.034,-0.759,-0.345,-0.427923077
2012,X1003,0.861,112.3,40.2,1.047,-0.201,1.037,0.477,1.381,1.425,0.486,0.702,-0.865,0.401,-0.284,-1.973,-0.233,0.261538462,0.638,-0.553,0.423,-0.441,1.181,-0.938,0.415,1.213,0.47,0.457,0.27,0.459,-0.52,0.236461538,-1.044,1.93,0.611,-0.034,0.313,0.944,-0.611,-0.288,-0.151,1.574,-0.92,1.14,1.497,0.381615385,0.976,-0.98,-0.678,-0.625,0.92,-0.169,-0.552,0.284,2.413,1.433,-0.304,-0.503,-0.405,0.139230769,-0.695,-0.398,-0.598,0.176,0.156,2.011,0.102,-0.751,0.833,-1.027,0.76,0.142,0.039,0.057692308
2013,X1003,0.737,112.3,40.2,0.435,-2.038,-0.162,-0.491,0.878,-0.602,0.646,1.947,-1.596,-0.488,-0.263,-0.659,-1.701,-0.314923077,0.228,-0.968,-0.118,1.244,-0.387,0.258,-1.111,-0.01,1.008,-0.97,0.018,-0.465,0.071,-0.092461538,-2.001,0.032,-0.428,-0.088,-0.395,-0.021,-0.01,1.907,-0.385,0.213,0.793,0.702,-0.579,-0.02,0.698,-1.436,-0.73,0.53,-0.147,1.662,-1.008,-0.83,1.486,0.066,0.766,-0.418,0.191,0.063846154,0.671,0.199,-0.323,-0.037,-0.189,0.588,-0.564,-0.964,1.499,-1.079,-0.016,-0.019,-0.533,-0.059
2014,X1003,1.167,112.3,40.2,0.715,-0.196,-0.976,-1.319,-0.509,-1.714,0.656,1.213,-1.946,1.987,0.056,-0.828,-0.656,-0.270538462,0.72,0.421,0.576,-0.518,-1.013,-0.548,-0.902,-2.021,0.684,-0.115,1.056,-0.117,0.41,-0.105153846,-0.204,-1.158,0.493,-1.271,0.723,0.5,0.181,1.404,0.349,-1.501,-0.693,-1.822,0.196,-0.215615385,-0.741,0.224,1.201,1.656,0.684,0.266,-0.349,1.806,0.468,-0.061,0.159,0.512,-0.723,0.392461538,0.221,-0.052,-1.89,2.431,-0.575,-0.645,-1.664,-0.429,0.803,-0.346,0.413,0.338,-0.156,-0.119307692
2015,X1003,1.451,112.3,40.2,0.917,0.54,-1.089,1.295,-0.47,1.048,-1.739,-0.611,1.104,-0.234,-2.319,1.232,-0.63,-0.073538462,0.058,-0.139,-0.789,2.86,1.447,-0.649,0.821,-0.545,-0.48,-0.023,0.991,-1.191,-1.655,0.054307692,0.189,1.074,0.77,1.158,1,-0.078,0.027,0.837,0.824,0.443,-0.977,-0.514,-1.295,0.266,-0.475,-0.108,-1.41,-1.245,0.438,0.011,-0.654,-0.061,-1.897,0.337,-0.8,0.791,-0.417,-0.422307692,-0.36,-0.573,2.156,0.572,-0.592,0.672,1.741,-0.337,0.268,-0.297,0.699,-1.11,1.255,0.314923077
2016,X1003,0.848,112.3,40.2,-2.661,0.616,0.458,-1.42,1.378,-0.609,0.004,-0.412,0.305,0.482,0.683,-0.151,-0.932,-0.173769231,1.011,2.17,0.265,-0.162,-0.098,-0.186,-2.886,1.156,1.267,-0.434,0.713,-0.2,-0.393,0.171,-0.644,-0.306,0.886,0.191,1.852,-0.439,1.182,0.309,-1.186,1.519,-0.276,-0.978,-0.787,0.101769231,-0.149,-0.126,-1.721,-1.617,-1.975,-0.747,-0.956,1.086,-2.331,-0.143,-1.333,-0.829,2.015,-0.678923077,0.336,-0.78,-0.607,1.281,-0.64,0.151,1.747,0.888,0.769,0.428,1.337,-1.505,-0.497,0.223692308
2017,X1003,1.202,112.3,40.2,1.11,0.617,-0.071,-0.939,0.353,0.12,1.63,-1.441,-0.13,0.387,0.721,0.145,0.322,0.217230769,-0.428,-2.843,0.166,0.126,1.217,1.715,-0.273,-1.293,-0.968,-1.994,1.796,1.163,-2.04,-0.281230769,-0.169,0.482,1.838,-0.359,0.007,0.665,0.926,0.208,-0.168,-0.518,-0.836,-0.926,-0.128,0.078615385,-1.187,1.603,0.665,0.164,-0.943,-1.237,-0.157,0.213,0.377,2.295,-0.422,-0.736,1.605,0.172307692,-0.387,-1.069,0.023,1.292,-0.806,-0.232,0.322,0.425,-0.502,0.455,-0.061,0.575,-0.688,-0.050230769
2018,X1003,1.161,112.3,40.2,-0.485,-1.692,1.779,0.629,0.83,1.719,-0.48,0.74,-0.294,0.248,0.629,0.3,2.502,0.494230769,0.194,0.645,-2.345,-0.62,-1.232,0.172,-0.444,0.133,1.021,-0.508,-1.082,0.168,0.541,-0.258230769,-1.302,1.743,-0.402,0.512,0.16,2.333,0.841,-1.854,-0.264,2.545,-0.765,-0.867,0.732,0.262461538,-0.578,1.021,-0.431,0.455,-0.529,0.235,-0.288,0.453,0.085,0.701,1.401,-0.118,0.581,0.229846154,-1.279,-0.259,-0.485,0.105,-0.202,-0.859,-0.296,2.583,3.089,-1.973,-1.305,-0.425,0.683,-0.047923077
2019,X1003,1.037,112.3,40.2,0.231,0.369,0.535,-1.262,-0.339,-0.25,0.453,1.624,1.586,0.518,-0.411,-0.531,0.794,0.255153846,0.032,-0.821,1.897,0.733,0.358,0.222,0.747,-1.228,-0.895,0.49,-0.493,0.162,-0.665,0.041461538,1.017,0.799,-0.32,-1.059,-0.396,0.007,-0.663,-1.512,0.051,0.243,1.204,0.716,-0.49,-0.031,-0.472,0.489,-0.329,-0.393,0.816,0.218,0.236,-0.168,-0.376,0.301,-0.62,0.326,-0.346,-0.024461538,-0.07,0.981,0.824,-0.07,-2.396,-1.216,-0.053,-0.339,0.839,-0.103,0.848,-1.874,-1.419,-0.311384615
1969,X1004,0.818,115.6,42,-0.295,0.968,-0.372,-0.552,1.261,1.55,0.143,-0.92,1.201,1.997,0.099,0.301,-0.155,0.402,-1.074,-0.286,-1.332,0.189,-0.316,1.592,0.431,0.081,0.979,0.966,0.965,-0.434,1.381,0.241692308,-0.166,-1.498,-0.689,1.881,-0.71,-3.402,0.897,-0.791,1.575,0.251,-1.029,-1.044,-0.636,-0.412384615,-0.904,-1.404,1.563,-0.822,-0.37,1.5,0.41,0.847,0.35,-1.091,0.35,0.085,-0.155,0.027615385,2.273,1.66,-0.022,-1.682,0.306,0.267,1.16,-0.371,-1.281,-0.618,1.397,-1.282,0.01,0.139769231
1970,X1004,1.022,115.6,42,0.872,1.277,-1.026,-1.183,-0.809,-1.097,0.557,-1.202,-1.004,0.928,-1.435,1.507,0.504,-0.162384615,1.199,-1.089,-2.626,0.635,1.954,-0.288,-1.354,1.024,-0.112,1.145,-0.583,1.325,1.182,0.185538462,0.285,1.51,1.321,0.504,-2.363,-0.958,0.053,0.084,-0.835,0.424,-1.695,0.8,-0.02,-0.068461538,-0.552,-0.955,-2.596,0.371,-0.192,-0.392,1.77,-1.587,0.362,-0.364,0.428,0.093,-0.931,-0.349615385,0.171,1.056,1.297,0.649,-0.983,-0.628,-0.947,-1.087,0.884,0.272,0.003,0.514,0.827,0.156
